THEATER,ECHELON,POSTURE,LIN,DODIC,RATE
S,B,S,M68008,C226,0.17
S,B,H,M68008,C226,0.42
S,B,P,M68008,C226,1.24
S,B,A,M68008,C226,1.24
S,B,D,M68008,C226,1.24
S,C,R,M68008,C226,0.01
S,C,U,M68008,C226,0
S,C,S,M68008,C226,0.12
S,C,H,M68008,C226,0.32
S,C,P,M68008,C226,0.93
S,C,A,M68008,C226,0.93
S,C,D,M68008,C226,0.93
S,D,A,M68008,C226,0.69
S,D,D,M68008,C226,0.69
S,D,S,M68008,C226,0.09
S,D,R,M68008,C226,0.007868
S,D,U,M68008,C226,0
S,D,H,M68008,C226,0.24
S,D,P,M68008,C226,0.69
S,A,H,M68008,C256,6.4
S,A,P,M68008,C256,12.95
S,A,A,M68008,C256,12.95
S,A,D,M68008,C256,12.95
S,A,S,M68008,C256,4.69
S,A,R,M68008,C256,2.71
S,A,U,M68008,C256,2.24
S,B,R,M68008,C256,2.03
S,B,U,M68008,C256,1.68
S,B,S,M68008,C256,3.52
S,B,H,M68008,C256,4.8
S,B,P,M68008,C256,9.72
S,B,A,M68008,C256,9.72
S,B,D,M68008,C256,9.72
S,C,R,M68008,C256,1.52
S,C,U,M68008,C256,1.26
S,C,S,M68008,C256,2.64
S,C,H,M68008,C256,3.6
S,C,P,M68008,C256,7.29
S,C,A,M68008,C256,7.29
S,C,D,M68008,C256,7.29
S,D,A,M68008,C256,5.47
S,D,D,M68008,C256,5.47
S,D,S,M68008,C256,1.98
S,D,R,M68008,C256,1.14
S,D,U,M68008,C256,0.94
S,D,H,M68008,C256,2.7
S,D,P,M68008,C256,5.47
S,A,H,M68008,C276,0.76
S,A,P,M68008,C276,2.21
S,A,A,M68008,C276,2.21
S,A,D,M68008,C276,2.21
S,A,S,M68008,C276,0.3
S,A,R,M68008,C276,0.02
S,A,U,M68008,C276,0
S,B,R,M68008,C276,0.01
S,B,U,M68008,C276,0
S,B,S,M68008,C276,0.22
S,B,H,M68008,C276,0.57
S,B,P,M68008,C276,1.66
S,B,A,M68008,C276,1.66
S,B,D,M68008,C276,1.66
S,C,R,M68008,C276,0.01
S,C,U,M68008,C276,0
S,C,S,M68008,C276,0.17
S,C,H,M68008,C276,0.42
S,C,P,M68008,C276,1.24
S,C,A,M68008,C276,1.24
S,C,D,M68008,C276,1.24
S,D,A,M68008,C276,0.93
S,D,D,M68008,C276,0.93
S,D,S,M68008,C276,0.12
S,D,R,M68008,C276,0.01
S,D,U,M68008,C276,0
S,D,H,M68008,C276,0.32
S,D,P,M68008,C276,0.93
S,A,H,M68282,C699,17.81
S,A,P,M68282,C699,22.67
S,A,A,M68282,C699,22.67
S,A,D,M68282,C699,22.67
S,A,S,M68282,C699,16.11
S,A,R,M68282,C699,14.04
S,A,U,M68282,C699,9.33
S,B,R,M68282,C699,10.53
S,B,U,M68282,C699,7
S,B,S,M68282,C699,12.09
S,B,H,M68282,C699,13.37
S,B,P,M68282,C699,17.01
S,B,A,M68282,C699,17.01
S,B,D,M68282,C699,17.01
S,C,R,M68282,C699,7.9
S,C,U,M68282,C699,5.25
S,C,S,M68282,C699,9.07
S,C,H,M68282,C699,10.03
S,C,P,M68282,C699,12.76
S,C,A,M68282,C699,12.76
S,C,D,M68282,C699,12.76
S,D,A,M68282,C699,9.57
S,D,D,M68282,C699,9.57
S,D,S,M68282,C699,6.8
S,D,R,M68282,C699,5.93
S,D,U,M68282,C699,3.94
S,D,H,M68282,C699,7.52
S,D,P,M68282,C699,9.57
S,A,H,M68282,C706,0.29
S,A,P,M68282,C706,0.38
S,A,A,M68282,C706,0.38
S,A,D,M68282,C706,0.38
S,A,S,M68282,C706,0.27
S,A,R,M68282,C706,0.23
S,A,U,M68282,C706,0.08
S,B,R,M68282,C706,0.17
S,B,U,M68282,C706,0.06
S,B,S,M68282,C706,0.2
S,B,H,M68282,C706,0.22
S,B,P,M68282,C706,0.29
S,B,A,M68282,C706,0.29
S,B,D,M68282,C706,0.29
S,C,R,M68282,C706,0.13
S,C,U,M68282,C706,0.04
S,C,S,M68282,C706,0.15
S,C,H,M68282,C706,0.16
S,C,P,M68282,C706,0.21
S,C,A,M68282,C706,0.21
S,C,D,M68282,C706,0.21
S,D,A,M68282,C706,0.16
S,D,D,M68282,C706,0.16
S,D,S,M68282,C706,0.11
S,D,R,M68282,C706,0.09
S,D,U,M68282,C706,0.03
S,D,H,M68282,C706,0.12
S,D,P,M68282,C706,0.16
S,A,H,M68282,C708,0.61
S,A,P,M68282,C708,0.81
S,A,A,M68282,C708,0.81
S,A,D,M68282,C708,0.81
S,A,S,M68282,C708,0.57
S,A,R,M68282,C708,0.48
S,A,U,M68282,C708,0.18
S,B,R,M68282,C708,0.36
S,B,U,M68282,C708,0.13
S,B,S,M68282,C708,0.43
S,B,H,M68282,C708,0.46
S,B,P,M68282,C708,0.61
S,B,A,M68282,C708,0.61
S,B,D,M68282,C708,0.61
S,C,R,M68282,C708,0.27
S,C,U,M68282,C708,0.1
S,C,S,M68282,C708,0.32
S,C,H,M68282,C708,0.34
S,C,P,M68282,C708,0.46
S,C,A,M68282,C708,0.46
S,C,D,M68282,C708,0.46
S,D,A,M68282,C708,0.34
S,D,D,M68282,C708,0.34
S,D,S,M68282,C708,0.24
S,D,R,M68282,C708,0.2
S,D,U,M68282,C708,0.07
S,D,H,M68282,C708,0.26
S,D,P,M68282,C708,0.34
S,A,H,M68282,N340,15.34
S,A,P,M68282,N340,19.55
S,A,A,M68282,N340,19.55
S,A,D,M68282,N340,19.55
S,A,S,M68282,N340,13.89
S,A,R,M68282,N340,12.09
S,A,U,M68282,N340,7.87
S,B,R,M68282,N340,9.07
S,B,U,M68282,N340,5.91
S,B,S,M68282,N340,10.43
S,B,H,M68282,N340,11.51
S,B,P,M68282,N340,14.67
S,B,A,M68282,N340,14.67
S,B,D,M68282,N340,14.67
S,C,R,M68282,N340,6.8
S,C,U,M68282,N340,4.43
S,C,S,M68282,N340,7.82
S,C,H,M68282,N340,8.63
S,C,P,M68282,N340,11.01
S,C,A,M68282,N340,11.01
S,C,D,M68282,N340,11.01
S,D,A,M68282,N340,8.26
S,D,D,M68282,N340,8.26
S,D,S,M68282,N340,5.87
S,D,R,M68282,N340,5.1
S,D,U,M68282,N340,3.32
S,D,H,M68282,N340,6.48
S,D,P,M68282,N340,8.26
S,A,H,M68282,N464,4.33
S,A,P,M68282,N464,5.51
S,A,A,M68282,N464,5.51
S,A,D,M68282,N464,5.51
S,A,S,M68282,N464,3.92
S,A,R,M68282,N464,3.41
S,A,U,M68282,N464,2.22
S,B,R,M68282,N464,2.56
S,B,U,M68282,N464,1.67
S,B,S,M68282,N464,2.94
S,B,H,M68282,N464,3.25
S,B,P,M68282,N464,4.14
S,B,A,M68282,N464,4.14
S,B,D,M68282,N464,4.14
S,C,R,M68282,N464,1.92
S,C,U,M68282,N464,1.25
S,C,S,M68282,N464,2.21
S,C,H,M68282,N464,2.43
S,C,P,M68282,N464,3.1
S,C,A,M68282,N464,3.1
S,C,D,M68282,N464,3.1
S,D,A,M68282,N464,2.33
S,D,D,M68282,N464,2.33
S,D,S,M68282,N464,1.65
S,D,R,M68282,N464,1.44
S,D,U,M68282,N464,0.93
S,D,H,M68282,N464,1.83
S,D,P,M68282,N464,2.33
S,A,H,M68405,C379,17.81
S,A,P,M68405,C379,22.67
S,A,A,M68405,C379,22.67
S,A,D,M68405,C379,22.67
S,A,S,M68405,C379,16.11
S,A,R,M68405,C379,14.04
S,A,U,M68405,C379,9.33
S,B,R,M68405,C379,10.53
S,B,U,M68405,C379,7
S,B,S,M68405,C379,12.09
S,B,H,M68405,C379,13.37
S,B,P,M68405,C379,17.01
S,B,A,M68405,C379,17.01
S,B,D,M68405,C379,17.01
S,C,R,M68405,C379,7.9
S,C,U,M68405,C379,5.25
S,C,S,M68405,C379,9.07
S,C,H,M68405,C379,10.03
S,C,P,M68405,C379,12.76
S,C,A,M68405,C379,12.76
S,C,D,M68405,C379,12.76
S,D,A,M68405,C379,9.57
S,D,D,M68405,C379,9.57
S,D,S,M68405,C379,6.8
S,D,R,M68405,C379,5.93
S,D,U,M68405,C379,3.94
S,D,H,M68405,C379,7.52
S,D,P,M68405,C379,9.57
S,A,H,M68405,C624,0.61
S,A,P,M68405,C624,0.81
S,A,A,M68405,C624,0.81
S,A,D,M68405,C624,0.81
S,A,S,M68405,C624,0.57
S,A,R,M68405,C624,0.48
S,A,U,M68405,C624,0.18
S,B,R,M68405,C624,0.36
S,B,U,M68405,C624,0.13
S,B,S,M68405,C624,0.43
S,B,H,M68405,C624,0.46
S,B,P,M68405,C624,0.61
S,B,A,M68405,C624,0.61
S,B,D,M68405,C624,0.61
S,C,R,M68405,C624,0.27
S,C,U,M68405,C624,0.1
S,C,S,M68405,C624,0.32
S,C,H,M68405,C624,0.34
S,C,P,M68405,C624,0.46
S,C,A,M68405,C624,0.46
S,C,D,M68405,C624,0.46
S,D,A,M68405,C624,0.34
S,D,D,M68405,C624,0.34
S,D,S,M68405,C624,0.24
S,D,R,M68405,C624,0.2
S,D,U,M68405,C624,0.07
S,D,H,M68405,C624,0.26
S,D,P,M68405,C624,0.34
S,A,H,M68405,C625,0.29
S,A,P,M68405,C625,0.38
S,A,A,M68405,C625,0.38
S,A,D,M68405,C625,0.38
S,A,S,M68405,C625,0.27
S,A,R,M68405,C625,0.23
S,A,U,M68405,C625,0.08
S,B,R,M68405,C625,0.17
S,B,U,M68405,C625,0.06
S,B,S,M68405,C625,0.2
S,B,H,M68405,C625,0.22
S,B,P,M68405,C625,0.29
S,B,A,M68405,C625,0.29
S,B,D,M68405,C625,0.29
S,C,R,M68405,C625,0.13
S,C,U,M68405,C625,0.04
S,C,S,M68405,C625,0.15
S,C,H,M68405,C625,0.16
S,C,P,M68405,C625,0.21
S,C,A,M68405,C625,0.21
S,C,D,M68405,C625,0.21
S,D,A,M68405,C625,0.16
S,D,D,M68405,C625,0.16
S,D,S,M68405,C625,0.11
S,D,R,M68405,C625,0.09
S,D,U,M68405,C625,0.03
S,D,H,M68405,C625,0.12
S,D,P,M68405,C625,0.16
S,A,H,M92362,B542,2.62
S,A,P,M92362,B542,5.06
S,A,A,M92362,B542,5.06
S,A,D,M92362,B542,5.06
S,A,R,M92362,B542,0.44
S,A,S,M92362,B542,2.62
S,A,U,M92362,B542,0.44
S,B,R,M92362,B542,0.33
S,B,U,M92362,B542,0.33
S,B,S,M92362,B542,1.97
S,B,H,M92362,B542,1.97
S,B,P,M92362,B542,3.79
S,B,A,M92362,B542,3.79
S,B,D,M92362,B542,3.79
S,C,R,M92362,B542,0.24
S,C,U,M92362,B542,0.24
S,C,S,M92362,B542,1.47
S,C,H,M92362,B542,1.47
S,C,P,M92362,B542,2.85
S,C,A,M92362,B542,2.85
S,C,D,M92362,B542,2.85
S,D,A,M92362,B542,2.13
S,D,D,M92362,B542,2.13
S,D,S,M92362,B542,1.11
S,D,R,M92362,B542,0.18
S,D,U,M92362,B542,0.18
S,D,H,M92362,B542,1.11
S,D,P,M92362,B542,2.13
S,A,H,M92420,A131,40.25
S,A,P,M92420,A131,51.73
S,A,A,M92420,A131,51.73
S,A,D,M92420,A131,51.73
S,A,S,M92420,A131,35.92
S,A,R,M92420,A131,26.04
S,A,U,M92420,A131,21.08
S,B,R,M92420,A131,19.54
S,B,S,M92420,A131,26.96
S,B,U,M92420,A131,15.82
S,B,H,M92420,A131,30.2
S,B,P,M92420,A131,38.82
S,B,A,M92420,A131,38.82
S,B,D,M92420,A131,38.82
S,C,R,M92420,A131,14.66
S,C,U,M92420,A131,11.87
S,C,S,M92420,A131,20.22
S,C,H,M92420,A131,22.65
S,C,P,M92420,A131,29.12
S,C,A,M92420,A131,29.12
S,C,D,M92420,A131,29.12
S,D,A,M92420,A131,21.84
S,D,D,M92420,A131,21.84
S,D,S,M92420,A131,15.17
S,D,R,M92420,A131,11
S,D,U,M92420,A131,8.9
S,D,H,M92420,A131,16.99
S,D,P,M92420,A131,21.84
S,A,H,M92841,A131,40.25
S,A,P,M92841,A131,51.73
S,A,A,M92841,A131,51.73
S,A,D,M92841,A131,51.73
S,A,R,M92841,A131,26.04
S,A,S,M92841,A131,35.92
S,A,U,M92841,A131,21.08
S,B,R,M92841,A131,19.54
S,B,U,M92841,A131,15.82
S,B,S,M92841,A131,26.96
S,B,H,M92841,A131,30.2
S,B,P,M92841,A131,38.82
S,B,A,M92841,A131,38.82
S,B,D,M92841,A131,38.82
S,C,R,M92841,A131,14.66
S,C,U,M92841,A131,11.87
S,C,S,M92841,A131,20.22
S,C,H,M92841,A131,22.65
S,C,P,M92841,A131,29.12
S,C,A,M92841,A131,29.12
S,C,D,M92841,A131,29.12
S,D,A,M92841,A131,21.84
S,D,D,M92841,A131,21.84
S,D,S,M92841,A131,15.17
S,D,R,M92841,A131,11
S,D,U,M92841,A131,8.9
S,D,H,M92841,A131,16.99
S,D,P,M92841,A131,21.84
S,A,H,N96670,A409,0.13
S,A,P,N96670,A409,0.93
S,A,A,N96670,A409,0.93
S,A,D,N96670,A409,0.93
S,A,R,N96670,A409,0.06
S,A,U,N96670,A409,0.06
S,A,S,N96670,A409,0.06
S,B,R,N96670,A409,0.04
S,B,S,N96670,A409,0.04
S,B,U,N96670,A409,0.04
S,B,H,N96670,A409,0.1
S,B,P,N96670,A409,0.69
S,B,A,N96670,A409,0.69
S,B,D,N96670,A409,0.69
S,C,R,N96670,A409,0.03
S,C,U,N96670,A409,0.03
S,C,S,N96670,A409,0.03
S,C,H,N96670,A409,0.07
S,C,P,N96670,A409,0.52
S,C,A,N96670,A409,0.52
S,C,D,N96670,A409,0.52
S,D,A,N96670,A409,0.39
S,D,D,N96670,A409,0.39
S,D,S,N96670,A409,0.02
S,D,R,N96670,A409,0.02
S,D,U,N96670,A409,0.02
S,D,H,N96670,A409,0.05
S,D,P,N96670,A409,0.39
S,A,H,N96741,A475,0.13
S,A,P,N96741,A475,0.93
S,A,A,N96741,A475,0.93
S,A,D,N96741,A475,0.93
S,A,R,N96741,A475,0.06
S,A,U,N96741,A475,0.06
S,A,S,N96741,A475,0.06
S,B,R,N96741,A475,0.04
S,B,U,N96741,A475,0.04
S,B,S,N96741,A475,0.04
S,B,H,N96741,A475,0.1
S,B,P,N96741,A475,0.69
S,B,A,N96741,A475,0.69
S,B,D,N96741,A475,0.69
S,C,R,N96741,A475,0.03
S,C,U,N96741,A475,0.03
S,C,S,N96741,A475,0.03
S,C,H,N96741,A475,0.07
S,C,P,N96741,A475,0.52
S,C,A,N96741,A475,0.52
S,C,D,N96741,A475,0.52
S,D,A,N96741,A475,0.39
S,D,D,N96741,A475,0.39
S,D,S,N96741,A475,0.02
S,D,R,N96741,A475,0.02
S,D,U,N96741,A475,0.02
S,D,H,N96741,A475,0.05
S,D,P,N96741,A475,0.39
S,A,H,P47365,A363,0.13
S,A,P,P47365,A363,0.93
S,A,A,P47365,A363,0.93
S,A,D,P47365,A363,0.93
S,A,R,P47365,A363,0.06
S,A,U,P47365,A363,0.06
S,A,S,P47365,A363,0.06
S,B,R,P47365,A363,0.04
S,B,U,P47365,A363,0.04
S,B,S,P47365,A363,0.04
S,B,H,P47365,A363,0.1
S,B,P,P47365,A363,0.69
S,B,A,P47365,A363,0.69
S,B,D,P47365,A363,0.69
S,C,R,P47365,A363,0.03
S,C,U,P47365,A363,0.03
S,C,S,P47365,A363,0.03
S,C,H,P47365,A363,0.07
S,C,P,P47365,A363,0.52
S,C,A,P47365,A363,0.52
S,C,D,P47365,A363,0.52
S,D,A,P47365,A363,0.39
S,D,D,P47365,A363,0.39
S,D,S,P47365,A363,0.02
S,D,R,P47365,A363,0.02
S,D,U,P47365,A363,0.02
S,D,H,P47365,A363,0.05
S,D,P,P47365,A363,0.39
S,A,H,P98152,A363,0.13
S,A,P,P98152,A363,0.93
S,A,A,P98152,A363,0.93
S,A,D,P98152,A363,0.93
S,A,R,P98152,A363,0.06
S,A,U,P98152,A363,0.06
S,A,S,P98152,A363,0.06
S,B,R,P98152,A363,0.04
S,B,U,P98152,A363,0.04
S,B,S,P98152,A363,0.04
S,B,H,P98152,A363,0.1
S,B,P,P98152,A363,0.69
S,B,A,P98152,A363,0.69
S,B,D,P98152,A363,0.69
S,C,R,P98152,A363,0.03
S,C,U,P98152,A363,0.03
S,C,S,P98152,A363,0.03
S,C,H,P98152,A363,0.07
S,C,P,P98152,A363,0.52
S,C,A,P98152,A363,0.52
S,C,D,P98152,A363,0.52
S,D,A,P98152,A363,0.39
S,D,D,P98152,A363,0.39
S,D,S,P98152,A363,0.02
S,D,R,P98152,A363,0.02
S,D,U,P98152,A363,0.02
S,D,H,P98152,A363,0.05
S,D,P,P98152,A363,0.39
S,A,H,R50544,G815,0.23
S,A,P,R50544,G815,0.86
S,A,A,R50544,G815,0.86
S,A,D,R50544,G815,0.86
S,A,R,R50544,G815,0.12
S,A,U,R50544,G815,0.12
S,A,S,R50544,G815,0.12
S,B,R,R50544,G815,0.09
S,B,U,R50544,G815,0.09
S,B,S,R50544,G815,0.09
S,B,H,R50544,G815,0.17
S,B,P,R50544,G815,0.65
S,B,A,R50544,G815,0.65
S,B,D,R50544,G815,0.65
S,C,R,R50544,G815,0.07
S,C,U,R50544,G815,0.07
S,C,S,R50544,G815,0.07
S,C,H,R50544,G815,0.13
S,C,P,R50544,G815,0.48
S,C,A,R50544,G815,0.48
S,C,D,R50544,G815,0.48
S,D,A,R50544,G815,0.36
S,D,D,R50544,G815,0.36
S,D,S,R50544,G815,0.05
S,D,R,R50544,G815,0.05
S,D,U,R50544,G815,0.05
S,D,H,R50544,G815,0.09
S,D,P,R50544,G815,0.36
S,A,H,R50544,G826,0.23
S,A,P,R50544,G826,0.86
S,A,A,R50544,G826,0.86
S,A,D,R50544,G826,0.86
S,A,R,R50544,G826,0.12
S,A,U,R50544,G826,0.12
S,A,S,R50544,G826,0.12
S,B,R,R50544,G826,0.09
S,B,U,R50544,G826,0.09
S,B,S,R50544,G826,0.09
S,B,H,R50544,G826,0.17
S,B,P,R50544,G826,0.65
S,B,A,R50544,G826,0.65
S,B,D,R50544,G826,0.65
S,C,R,R50544,G826,0.07
S,C,U,R50544,G826,0.07
S,C,S,R50544,G826,0.07
S,C,H,R50544,G826,0.13
S,C,P,R50544,G826,0.48
S,C,A,R50544,G826,0.48
S,C,D,R50544,G826,0.48
S,D,A,R50544,G826,0.36
S,D,D,R50544,G826,0.36
S,D,S,R50544,G826,0.05
S,D,R,R50544,G826,0.05
S,D,U,R50544,G826,0.05
S,D,H,R50544,G826,0.09
S,D,P,R50544,G826,0.36
S,A,H,R50681,G815,0.23
S,A,P,R50681,G815,0.86
S,A,A,R50681,G815,0.86
S,A,D,R50681,G815,0.86
S,A,R,R50681,G815,0.12
S,A,U,R50681,G815,0.12
S,A,S,R50681,G815,0.12
S,B,R,R50681,G815,0.09
S,B,U,R50681,G815,0.09
S,B,S,R50681,G815,0.09
S,B,H,R50681,G815,0.17
S,B,P,R50681,G815,0.65
S,B,A,R50681,G815,0.65
S,B,D,R50681,G815,0.65
S,C,R,R50681,G815,0.07
S,C,U,R50681,G815,0.07
S,C,S,R50681,G815,0.07
S,C,H,R50681,G815,0.13
S,C,P,R50681,G815,0.48
S,C,A,R50681,G815,0.48
S,C,D,R50681,G815,0.48
S,D,A,R50681,G815,0.36
S,D,D,R50681,G815,0.36
S,D,S,R50681,G815,0.05
S,D,R,R50681,G815,0.05
S,D,U,R50681,G815,0.05
S,D,H,R50681,G815,0.09
S,D,P,R50681,G815,0.36
S,A,H,R50681,G826,0.23
S,A,P,R50681,G826,0.86
S,A,A,R50681,G826,0.86
S,A,D,R50681,G826,0.86
S,A,R,R50681,G826,0.12
S,A,U,R50681,G826,0.12
S,A,S,R50681,G826,0.12
S,B,R,R50681,G826,0.09
S,B,U,R50681,G826,0.09
S,B,S,R50681,G826,0.09
S,B,H,R50681,G826,0.17
S,B,P,R50681,G826,0.65
S,B,A,R50681,G826,0.65
S,B,D,R50681,G826,0.65
S,C,R,R50681,G826,0.07
S,C,U,R50681,G826,0.07
S,C,S,R50681,G826,0.07
S,C,H,R50681,G826,0.13
S,C,P,R50681,G826,0.48
S,C,A,R50681,G826,0.48
S,C,D,R50681,G826,0.48
S,D,A,R50681,G826,0.36
S,D,D,R50681,G826,0.36
S,D,S,R50681,G826,0.05
S,D,R,R50681,G826,0.05
S,D,U,R50681,G826,0.05
S,D,H,R50681,G826,0.09
S,D,P,R50681,G826,0.36
S,A,H,R91107,A400,0.13
S,A,P,R91107,A400,0.93
S,A,A,R91107,A400,0.93
S,A,D,R91107,A400,0.93
S,A,R,R91107,A400,0.06
S,A,U,R91107,A400,0.06
S,A,S,R91107,A400,0.06
S,B,R,R91107,A400,0.04
S,B,U,R91107,A400,0.04
S,B,S,R91107,A400,0.04
S,B,H,R91107,A400,0.1
S,B,P,R91107,A400,0.69
S,B,A,R91107,A400,0.69
S,B,D,R91107,A400,0.69
S,C,R,R91107,A400,0.03
S,C,U,R91107,A400,0.03
S,C,S,R91107,A400,0.03
S,C,H,R91107,A400,0.07
S,C,P,R91107,A400,0.52
S,C,A,R91107,A400,0.52
S,C,D,R91107,A400,0.52
S,D,A,R91107,A400,0.39
S,D,D,R91107,A400,0.39
S,D,S,R91107,A400,0.02
S,D,R,R91107,A400,0.02
S,D,U,R91107,A400,0.02
S,D,H,R91107,A400,0.05
S,D,P,R91107,A400,0.39
S,A,H,R91244,A400,0.13
S,A,P,R91244,A400,0.93
S,A,A,R91244,A400,0.93
S,A,D,R91244,A400,0.93
S,A,R,R91244,A400,0.06
S,A,U,R91244,A400,0.06
S,A,S,R91244,A400,0.06
S,B,R,R91244,A400,0.04
S,B,U,R91244,A400,0.04
S,B,S,R91244,A400,0.04
S,B,H,R91244,A400,0.1
S,B,P,R91244,A400,0.69
S,B,A,R91244,A400,0.69
S,B,D,R91244,A400,0.69
S,C,R,R91244,A400,0.03
S,C,U,R91244,A400,0.03
S,C,S,R91244,A400,0.03
S,C,H,R91244,A400,0.07
S,C,P,R91244,A400,0.52
S,C,A,R91244,A400,0.52
S,C,D,R91244,A400,0.52
S,D,A,R91244,A400,0.39
S,D,D,R91244,A400,0.39
S,D,S,R91244,A400,0.02
S,D,R,R91244,A400,0.02
S,D,U,R91244,A400,0.02
S,D,H,R91244,A400,0.05
S,D,P,R91244,A400,0.39
S,A,H,R94967,A059,2.28
S,A,P,R94967,A059,3.38
S,A,A,R94967,A059,3.38
S,A,D,R94967,A059,3.38
S,A,R,R94967,A059,1.29
S,A,U,R94967,A059,1.08
S,A,S,R94967,A059,1.63
S,B,R,R94967,A059,0.96
S,B,U,R94967,A059,0.81
S,B,S,R94967,A059,1.23
S,B,H,R94967,A059,1.71
S,B,P,R94967,A059,2.54
S,B,A,R94967,A059,2.54
S,B,D,R94967,A059,2.54
S,C,R,R94967,A059,0.72
S,C,U,R94967,A059,0.6
S,C,S,R94967,A059,0.91
S,C,H,R94967,A059,1.28
S,C,P,R94967,A059,1.9
S,C,A,R94967,A059,1.9
S,C,D,R94967,A059,1.9
S,D,A,R94967,A059,1.43
S,D,D,R94967,A059,1.43
S,D,S,R94967,A059,0.68
S,D,R,R94967,A059,0.54
S,D,U,R94967,A059,0.45
S,D,H,R94967,A059,0.96
S,D,P,R94967,A059,1.43
S,A,H,R94967,A063,0.71
S,A,P,R94967,A063,0.94
S,A,A,R94967,A063,0.94
S,A,D,R94967,A063,0.94
S,A,R,R94967,A063,0.42
S,A,U,R94967,A063,0.35
S,A,S,R94967,A063,0.54
S,B,R,R94967,A063,0.31
S,B,U,R94967,A063,0.27
S,B,S,R94967,A063,0.4
S,B,H,R94967,A063,0.53
S,B,P,R94967,A063,0.7
S,B,A,R94967,A063,0.7
S,B,D,R94967,A063,0.7
S,C,R,R94967,A063,0.23
S,C,U,R94967,A063,0.2
S,C,S,R94967,A063,0.3
S,C,H,R94967,A063,0.4
S,C,P,R94967,A063,0.53
S,C,A,R94967,A063,0.53
S,C,D,R94967,A063,0.53
S,D,A,R94967,A063,0.39
S,D,D,R94967,A063,0.39
S,D,S,R94967,A063,0.22
S,D,R,R94967,A063,0.17
S,D,U,R94967,A063,0.15
S,D,H,R94967,A063,0.3
S,D,P,R94967,A063,0.39
S,A,H,R94977,A059,2.28
S,A,P,R94977,A059,3.38
S,A,A,R94977,A059,3.38
S,A,D,R94977,A059,3.38
S,A,R,R94977,A059,1.29
S,A,U,R94977,A059,1.08
S,A,S,R94977,A059,1.63
S,B,R,R94977,A059,0.96
S,B,U,R94977,A059,0.81
S,B,S,R94977,A059,1.23
S,B,H,R94977,A059,1.71
S,B,P,R94977,A059,2.54
S,B,A,R94977,A059,2.54
S,B,D,R94977,A059,2.54
S,C,R,R94977,A059,0.72
S,C,U,R94977,A059,0.6
S,C,S,R94977,A059,0.91
S,C,H,R94977,A059,1.28
S,C,P,R94977,A059,1.9
S,C,A,R94977,A059,1.9
S,C,D,R94977,A059,1.9
S,D,A,R94977,A059,1.43
S,D,D,R94977,A059,1.43
S,D,R,R94977,A059,0.54
S,D,S,R94977,A059,0.68
S,D,U,R94977,A059,0.45
S,D,H,R94977,A059,0.96
S,D,P,R94977,A059,1.43
S,A,H,R94977,A063,0.71
S,A,P,R94977,A063,0.94
S,A,A,R94977,A063,0.94
S,A,D,R94977,A063,0.94
S,A,R,R94977,A063,0.42
S,A,U,R94977,A063,0.35
S,A,S,R94977,A063,0.54
S,B,R,R94977,A063,0.31
S,B,U,R94977,A063,0.27
S,B,S,R94977,A063,0.4
S,B,H,R94977,A063,0.53
S,B,P,R94977,A063,0.7
S,B,A,R94977,A063,0.7
S,B,D,R94977,A063,0.7
S,C,R,R94977,A063,0.23
S,C,U,R94977,A063,0.2
S,C,S,R94977,A063,0.3
S,C,H,R94977,A063,0.4
S,C,P,R94977,A063,0.53
S,C,A,R94977,A063,0.53
S,C,D,R94977,A063,0.53
S,D,A,R94977,A063,0.39
S,D,D,R94977,A063,0.39
S,D,S,R94977,A063,0.22
S,D,R,R94977,A063,0.17
S,D,U,R94977,A063,0.15
S,D,H,R94977,A063,0.3
S,D,P,R94977,A063,0.39
S,A,H,R95035,A059,2.28
S,A,P,R95035,A059,3.38
S,A,A,R95035,A059,3.38
S,A,D,R95035,A059,3.38
S,A,R,R95035,A059,1.29
S,A,U,R95035,A059,1.08
S,A,S,R95035,A059,1.63
S,B,R,R95035,A059,0.96
S,B,U,R95035,A059,0.81
S,B,S,R95035,A059,1.23
S,B,H,R95035,A059,1.71
S,B,P,R95035,A059,2.54
S,B,A,R95035,A059,2.54
S,B,D,R95035,A059,2.54
S,C,R,R95035,A059,0.72
S,C,U,R95035,A059,0.6
S,C,S,R95035,A059,0.91
S,C,H,R95035,A059,1.28
S,C,P,R95035,A059,1.9
S,C,A,R95035,A059,1.9
S,C,D,R95035,A059,1.9
S,D,A,R95035,A059,1.43
S,D,D,R95035,A059,1.43
S,D,R,R95035,A059,0.54
S,D,S,R95035,A059,0.68
S,D,U,R95035,A059,0.45
S,D,H,R95035,A059,0.96
S,D,P,R95035,A059,1.43
S,A,H,R95035,A063,0.71
S,A,P,R95035,A063,0.94
S,A,A,R95035,A063,0.94
S,A,D,R95035,A063,0.94
S,A,R,R95035,A063,0.42
S,A,U,R95035,A063,0.35
S,A,S,R95035,A063,0.54
S,B,R,R95035,A063,0.31
S,B,U,R95035,A063,0.27
S,B,S,R95035,A063,0.4
S,B,H,R95035,A063,0.53
S,B,P,R95035,A063,0.7
S,B,A,R95035,A063,0.7
S,B,D,R95035,A063,0.7
S,C,R,R95035,A063,0.23
S,C,U,R95035,A063,0.2
S,C,S,R95035,A063,0.3
S,C,H,R95035,A063,0.4
S,C,P,R95035,A063,0.53
